KO ID	Name	Definition	Gene Count
K05823	E3.5.1.47	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	1
K05832	ABC.X4.P	putative ABC transport system permease protein	1
K05833	ABC.X4.A	putative ABC transport system ATP-binding protein	2
K05837	rodA, mrdB	rod shape determining protein RodA	1
K05845	opuC	osmoprotectant transport system substrate-binding protein	1
K05846	opuBD	osmoprotectant transport system permease protein	1
K05847	opuA	osmoprotectant transport system ATP-binding protein	1
K05896	scpA	segregation and condensation protein A	1
K05985	E3.1.26.8, rnmV	ribonuclease M5 [EC:3.1.26.8]	1
K05995	pepE	dipeptidase E [EC:3.4.13.21]	1
K06023	hprK, ptsK	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	1
K06024	scpB	segregation and condensation protein B	1
K06131	cls	cardiolipin synthase [EC:2.7.8.-]	1
K06147	ABCB-BAC	ATP-binding cassette, subfamily B, bacterial	12
K06148	ABCC-BAC	ATP-binding cassette, subfamily C, bacterial	6
K06153	E3.6.1.27, bacA	undecaprenyl-diphosphatase [EC:3.6.1.27]	1
K06173	truA, PUS1	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	1
K06177	rluA	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	1
K06178	rluB	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1
K06180	rluD	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	2
K06183	rsuA	16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	2
K06187	recR	recombination protein RecR	1
K06188	aqpZ	aquaporin Z	1
K06191	nrdH	glutaredoxin-like protein NrdH	1
K06193	phnA	phosphonoacetate hydrolase [EC:3.11.1.2]	1
K06196	ccdA	cytochrome c-type biogenesis protein	2
K06198	coiA	competence protein CoiA	1
K06199	crcB	CrcB protein	2
K06201	cutC	copper homeostasis protein	1
K06207	typA, bipA	GTP-binding protein	1
K06217	phoH, phoL	phosphate starvation-inducible protein PhoH and related proteins	1
K06286	ezrA	septation ring formation regulator	1
K06330	cotH	spore coat protein H	1
K06346	jag	spoIIIJ-associated protein	1
K06442	tlyA	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	1
K06518	cidA	holin-like protein	1
K06878	K06878	tRNA-binding protein	1
K06881	K06881	phosphoesterase RecJ domain-containing protein	1
K06885	K06885		1
K06889	K06889		1
K06890	K06890		1
K06893	K06893		1
K06896	K06896		1
K06901	pbuG	putative MFS transporter, AGZA family, xanthine/uracil permease	1
K06925	K06925	UPF0079 ATP-binding protein	1
K06929	K06929		1
K06940	K06940		1
K06941	rlmN	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	1
K06942	K06942		1
K06948	K06948		1
K06949	rsgA, engC	ribosome biogenesis GTPase [EC:3.6.1.-]	1
K06950	K06950	uncharacterized protein	2
K06958	K06958	UPF0042 nucleotide-binding protein	1
K06959	K06959	uncharacterized protein	1
K06960	K06960		1
K06967	trmK	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	1
K06969	rlmI	23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	1
K06997	K06997		1
K07004	K07004		1
K07007	K07007		1
K07009	K07009		1
K07010	K07010	putative glutamine amidotransferase	1
K07015	K07015		1
K07021	K07021		1
K07023	K07023	putative hydrolases of HD superfamily	1
K07024	K07024		10
K07025	K07025	putative hydrolase of the HAD superfamily	3
K07029	K07029		1
K07030	K07030		1
K07040	K07040	uncharacterized protein	1
K07042	ybeY, yqfG	probable rRNA maturation factor	1
K07052	K07052		8
K07054	K07054		1
K07056	rsmI	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	1
K07058	K07058	membrane protein	1
K07078	K07078		1
K07082	K07082	UPF0755 protein	1
K07088	K07088		1
K07089	K07089		1
K07095	K07095		1
K07104	K07104		1
K07105	K07105		1
K07124	K07124		1
K07139	K07139		1
K07146	K07146	UPF0176 protein	1
K07166	K07166	ACT domain-containing protein	1
K07170	K07170	GAF domain-containing protein	1
K07173	luxS	S-ribosylhomocysteine lyase [EC:4.4.1.21]	1
K07177	K07177	PDZ domain-containing protein	1
K07192	FLOT	flotillin	1
K07224	efeO	iron uptake system component EfeO	1
K07243	FTR, efeU	high-affinity iron transporter	1
K07258	dacC, dacA, dacD	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	1
K07271	licD	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-]	1
K07272	rgpF	rhamnosyltransferase [EC:2.4.1.-]	1
K07273	acm	lysozyme	1
K07282	pgsA, capA	poly-gamma-glutamate synthesis protein (capsule biosynthesis protein)	1
K07284	srtA	sortase A [EC:3.4.22.70]	1
K07313	pphA	serine/threonine protein phosphatase 1 [EC:3.1.3.16]	1
K07334	higA	proteic killer suppression protein	1
K07335	bmpA, bmpB, tmpC	basic membrane protein A and related proteins	1
K07386	pepO	putative endopeptidase [EC:3.4.24.-]	1
K07404	pgl	6-phosphogluconolactonase [EC:3.1.1.31]	1
K07443	ybaZ	methylated-DNA-protein-cysteine methyltransferase related protein	1
K07444	ypsC	putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	1
K07447	ruvX	putative holliday junction resolvase [EC:3.1.-.-]	1
K07456	mutS2	DNA mismatch repair protein MutS2	1
K07461	K07461	putative endonuclease	1
K07462	recJ	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	1
K07478	ycaJ	putative ATPase	1
K07533	prsA	foldase protein PrsA [EC:5.2.1.8]	1
K07560	dtd	D-tyrosyl-tRNA(Tyr) deacylase [EC:3.1.-.-]	1
K07566	rimN, SUA5	tRNA threonylcarbamoyladenosine biosynthesis protein	1
K07567	tdcF	TdcF protein	1
K07568	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	1
K07570	GSP13	general stress protein 13	1
K07574	yhbY	RNA-binding protein	1
K07584	K07584	hypothetical protein	1
K07586	K07586	hypothetical protein	1
K07652	vicK	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	1
K07668	vicR	two-component system, OmpR family, response regulator VicR	1
K07706	agrC	two-component system, AgrA family, sensor histidine kinase AgrC [EC:2.7.13.-]	1
K07707	agrA	two-component system, AgrA family, response regulator AgrA	1
K07718	yesM	two-component system, sensor histidine kinase YesM [EC:2.7.13.3]	2
K07720	yesN	two-component system, response regulator YesN	2
K07727	K07727	putative transcriptional regulator	1
K07729	K07729	putative transcriptional regulator	6
K07737	K07737	putative transcriptional regulator	1
K07738	nrdR	transcriptional repressor NrdR	1
K07742	K07742	hypothetical protein	1
K07778	desK	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	2
K07816	E2.7.6.5X	putative GTP pyrophosphokinase [EC:2.7.6.5]	1
K07862	sstT	serine/threonine transporter	1
K08217	mef	MFS transporter, DHA3 family, macrolide efflux protein	1
K08234	yaeR	glyoxylase I family protein	1
K08303	K08303	putative protease [EC:3.4.-.-]	1
K08310	ntpA, nudB	dATP pyrophosphohydrolase [EC:3.6.1.-]	1
K08316	rsmD	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	1
K08483	PTS-EI.PTSI, ptsI	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	1
K08591	plsY	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]	1
K08600	srtB	sortase B [EC:3.4.22.70]	1
K08602	pepF, pepB	oligoendopeptidase F [EC:3.4.24.-]	1
K08643	zmpB	zinc metalloprotease ZmpB [EC:3.4.24.-]	1
K08659	pepDA, pepDB	dipeptidase [EC:3.4.-.-]	1
K08884	K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	1
K08974	K08974	putative membrane protein	1
K08986	ycgQ	putative membrane protein	1
K08987	K08987	putative membrane protein	1
K08998	K08998	hypothetical protein	1
K09013	sufC	Fe-S cluster assembly ATP-binding protein	1
K09014	sufB	Fe-S cluster assembly protein SufB	2
K09015	sufD	Fe-S cluster assembly protein SufD	1
K09134	K09134	hypothetical protein	1
K09153	K09153	hypothetical protein	1
K09155	K09155	hypothetical protein	1
K09157	K09157	hypothetical protein	1
K09458	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	1
K09685	K09685, purR	purine operon repressor	1
K09686	ABC-2.AB.P	antibiotic transport system permease protein	7
K09687	ABC-2.AB.A	antibiotic transport system ATP-binding protein	8
K09698	gltX1	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	1
K09704	K09704	hypothetical protein	1
K09710	ybeB	ribosome-associated protein	1
K09747	K09747	hypothetical protein	1
K09748	rimP	ribosome maturation factor RimP	1
K09760	rmuC	DNA recombination protein RmuC	1
K09761	rsmE	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	1
K09762	K09762	hypothetical protein	1
K09765	K09765	hypothetical protein	1
K09772	sepF	cell division inhibitor SepF	1
K09773	K09773	hypothetical protein	1
K09787	K09787	hypothetical protein	1
K09790	K09790	hypothetical protein	1
K09811	ftsX	cell division transport system permease protein	1
K09812	ftsE	cell division transport system ATP-binding protein	1
K09815	znuA	zinc transport system substrate-binding protein	2
K09816	znuB	zinc transport system permease protein	1
K09817	znuC	zinc transport system ATP-binding protein [EC:3.6.3.-]	1
K09825	perR	Fur family transcriptional regulator, peroxide stress response regulator	1
K09861	K09861	hypothetical protein	1
K09903	pyrH	uridylate kinase [EC:2.7.4.22]	1
K09925	K09925	hypothetical protein	1
K09951	cas2	CRISPR-associated protein Cas2	1
K09952	K09952	hypothetical protein	1
K09962	K09962	hypothetical protein	1
K09963	K09963	hypothetical protein	1
K09976	K09976	hypothetical protein	1
K10112	msmX, msmK	maltose/maltodextrin transport system ATP-binding protein	1
K10120	ABC.MSM1.S	putative sugar transport system substrate-binding protein	1
K10122	ABC.MSM1.P1	putative sugar transport system permease protein	1
K10439	rbsB	ribose transport system substrate-binding protein	1
K10563	mutM, fpg	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	1
K10670	E1.21.4.2	glycine reductase [EC:1.21.4.2]	1
K10681	saeS	two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]	1
K10682	saeR	two-component system, OmpR family, response regulator SaeR	1
K10716	kch, trkA, mthK, pch	voltage-gated potassium channel	1
K10773	NTH	endonuclease III [EC:4.2.99.18]	1
K10819	E2.7.13.3	histidine kinase	1
K10823	oppF	oligopeptide transport system ATP-binding protein	1
K10947	padR	PadR family transcriptional regulator, regulatory protein PadR	1
K11041	eta	exfoliative toxin A/B	1
K11050	ABC-2.CYL.A, cylA	multidrug/hemolysin transport system ATP-binding protein	2
K11051	ABC-2.CYL.P, cylB	multidrug/hemolysin transport system permease protein	2
K11065	tpx	thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	1
K11068	hlyIII	hemolysin III	1
K11069	potD	spermidine/putrescine transport system substrate-binding protein	1
K11070	potC	spermidine/putrescine transport system permease protein	1
K11071	potB	spermidine/putrescine transport system permease protein	1
K11072	potA	spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]	1
K11144	dnaI	primosomal protein DnaI	1
K11145	K11145	ribonuclease III family protein [EC:3.1.26.-]	1
K11175	purN	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	1
K11189	PTS-HPR	phosphocarrier protein	1
K11209	yghU	GST-like protein	1
K11617	liaS	two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]	1
K11618	liaR	two-component system, NarL family, response regulator LiaR	1
K11704	mtsA	iron/zinc/copper transport system substrate-binding protein	1
K11705	mtsB	iron/zinc/copper transport system permease protein	1
K11706	mtsC	iron/zinc/copper transport system ATP-binding protein	1
K11717	sufS	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	1
K11749	rseP	regulator of sigma E protease [EC:3.4.24.-]	1
K11753	ribF	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	1
K11754	folC	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	2
K11991	tadA	tRNA-specific adenosine deaminase [EC:3.5.4.-]	1
K12267	msrAB	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	2
K12268	asp1	accessory secretory protein Asp1	1
K12269	asp2	accessory secretory protein Asp2	1
K12270	asp3	accessory secretory protein Asp3	1
K12292	ABCC-BAC.COMA, comA	ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]	1
K12293	comB	competence factor transport accessory protein ComB	1
K12294	comD	two-component system, AgrA family, sensor histidine kinase ComD [EC:2.7.13.-]	1
K12295	comE	two-component system, AgrA family, response regulator ComE	1
K12296	comX1_2	competence protein ComX	2
K12308	bgaB, lacA	beta-galactosidase [EC:3.2.1.23]	1
K12373	HEXA_B	hexosaminidase [EC:3.2.1.52]	1
K12410	npdA	NAD-dependent deacetylase [EC:3.5.1.-]	1
K12554	murN	alanine adding enzyme [EC:2.3.2.-]	1
K12555	pbp2A	penicillin-binding protein 2A [EC:2.4.1.129 2.3.2.-]	1
K12556	pbp2X	penicillin-binding protein 2X [EC:2.3.2.-]	1
K12573	rnr, vacB	ribonuclease R [EC:3.1.-.-]	1
K12574	rnj	ribonuclease J [EC:3.1.-.-]	1
K12960	mtaD	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	1
K12996	rgpA	rhamnosyltransferase [EC:2.4.1.-]	1
K12997	rgpB	rhamnosyltransferase [EC:2.4.1.-]	1
K13012	wbqP	O-antigen biosynthesis protein WbqP	1
K13052	divIC, divA	cell division protein DivIC	1
K13292	lgt, umpA	phosphatidylglycerol:prolipoprotein diacylglycerol transferase [EC:2.-.-.-]	1
K13653	K13653	AraC family transcriptional regulator	1
K13789	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	1
K13940	sulD	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]	1
K13953	adhP	alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	1
K14155	patB, malY	cystathione beta-lyase [EC:4.4.1.8]	1
K14188	dltC	D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	1
K14260	alaA	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	1
K14540	rbgA	ribosome biogenesis GTPase A	1
K14982	ciaH	two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]	1
K14983	ciaR	two-component system, OmpR family, response regulator CiaR	1
K15051	K15051, endA	DNA-entry nuclease	1
K15383	K15383	MtN3 and saliva related transmembrane protein	1
K15580	oppA, mppA	oligopeptide transport system substrate-binding protein	2
K15581	oppB	oligopeptide transport system permease protein	1
K15582	oppC	oligopeptide transport system permease protein	1
K15583	oppD	oligopeptide transport system ATP-binding protein	1
K15634	gpmB	probable phosphoglycerate mutase [EC:5.4.2.1]	5
K15738	uup	ATP-binding cassette, subfamily F, uup	1
K15770	cycB, ganO	putative arabinogalactan oligomer transport system substrate-binding protein	1
K15771	ganP	putative arabinogalactan oligomer transport system permease protein	1
K15772	ganQ	putative arabinogalactan oligomer transport system permease protein	1
K15986	ppaC	manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]	1
K16169	pbuX	xanthine permease	1
K16264	czcD, zitB	cobalt-zinc-cadmium efflux system protein	2
K16301	efeB	deferrochelatase/peroxidase EfeB [EC:1.11.1.-]	1
K16509	spxA	regulatory protein spx	1
K16511	mecA1_2	adapter protein MecA 1/2	1
K16785	ecfT	energy-coupling factor transport system permease protein	2
K16786	ecfA1	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	2
K16787	ecfA2	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	2
K16788	niaX	niacin transporter	1
K16868	tehB	tellurite methyltransferase [EC:2.1.1.265]	1
